bioguide_id,committee_name,policy_area
C001048,Committee on Commerce,Domestic Commerce
C001048,Committee on Science,Technology
C001048,Committee on Homeland Security and Governmental Affairs,Government Operations
C001048,Committee on House Administration,Government Operations
C001048,Committee on Rules and Administration,Government Operations
C001048,Joint Committee on Taxation,Macroeconomics
C001048,Joint Committee on the Library,
C001048,Committee on Veterans' Affairs,Social Welfare
C001048,Committee on Oversight and Government Reform,Government Operations
C001048,Committee on International Relations,
C001048,Committee on Public Works,
C001048,Committee on Foreign Affairs,International Affairs
C001048,Committee on Foreign Relations,International Affairs
C001048,Committee on Ways and Means,Macroeconomics
C001048,"Committee on Science, Space, and Technology",Technology
C001048,Committee on Education and Labor,Education
C001048,"Committee on Health, Education, Labor, and Pensions",Health
C001048,Committee on the Budget,Macroeconomics
C001048,Committee on Finance,Macroeconomics
C001049,Committee on Oversight and Government Reform,Government Operations
C001049,Committee on the Judiciary,Law and Crime
C001049,Committee on Oversight,Government Operations
C001049,Committee on the Budget,Macroeconomics
C001049,Committee on Rules,Government Operations
C001049,Committee on Financial Services,Domestic Commerce
C001049,Committee on Homeland Security and Governmental Affairs,Government Operations
C001049,Committee on Appropriations,Macroeconomics
C001049,Committee on Education and the Workforce,Education
C001049,Committee on Ways and Means,Macroeconomics
C001049,Committee on Natural Resources,Public Lands
C001049,Committee on Energy and Natural Resources,Energy
C001049,Committee on Armed Services,Defense
C001051,Committee on Homeland Security,Defense
C001051,Committee on Appropriations,Macroeconomics
C001051,Committee on Financial Services,Domestic Commerce
C001051,Committee on Homeland Security and Governmental Affairs,Government Operations
C001051,"Committee on Commerce, Science, and Transportation",Domestic Commerce
C001051,Committee on Transportation and Infrastructure,Transportation
C001051,Committee on the Judiciary,Law and Crime
C001051,Committee on Rules,Government Operations
C001051,Committee on Foreign Affairs,International Affairs
C001051,Committee on Oversight and Government Reform,Government Operations
C001051,Committee on the Budget,Macroeconomics
C001051,Committee on Energy and Commerce,Energy
C001051,Committee on Education and the Workforce,Education
C001051,Committee on Agriculture,Agriculture
C001051,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
C001051,Committee on Armed Services,Defense
C001051,House Permanent Select Committee on Intelligence,Defense
C001051,Select Committee on Intelligence,Defense
C001051,Committee on Natural Resources,Public Lands
C001051,Committee on Energy and Natural Resources,Energy
C001051,"Committee on Banking, Housing, and Urban Affairs",Housing
C001051,Committee on Environment and Public Works,Environment
C001051,Committee on Science and Technology,
C001051,Committee on Commerce,Domestic Commerce
C001051,Committee on Science,Technology
C001051,Committee on House Administration,Government Operations
C001051,Committee on Rules and Administration,Government Operations
C001051,Joint Committee on Taxation,Macroeconomics
C001051,Joint Committee on the Library,
C001051,Committee on Veterans' Affairs,Social Welfare
C001051,Committee on International Relations,
C001051,Committee on Public Works,
C001051,Committee on Foreign Relations,International Affairs
C001051,Committee on Ways and Means,Macroeconomics
C001051,"Committee on Science, Space, and Technology",Technology
C001051,Committee on Education and Labor,Education
C001051,"Committee on Health, Education, Labor, and Pensions",Health
C001051,Committee on Finance,Macroeconomics
C001053,Committee on Rules,Government Operations
C001053,Committee on Ways and Means,Macroeconomics
C001053,Committee on Appropriations,Macroeconomics
C001053,Committee on Homeland Security,Defense
C001053,Committee on Homeland Security and Governmental Affairs,Government Operations
C001053,"Committee on Commerce, Science, and Transportation",Domestic Commerce
C001053,Committee on Transportation and Infrastructure,Transportation
C001053,Committee on Financial Services,Domestic Commerce
C001053,Committee on Natural Resources,Public Lands
C001053,"Committee on Banking, Housing, and Urban Affairs",Housing
C001053,Committee on the Budget,Macroeconomics
C001053,Committee on Education and the Workforce,Education
C001053,Committee on Small Business,Domestic Commerce
C001053,Committee on Small Business and Entrepreneurship,Domestic Commerce
C001053,Committee on House Administration,Government Operations
C001053,Committee on the Judiciary,Law and Crime
C001053,Committee on Energy and Natural Resources,Energy
C001053,Committee on Energy and Commerce,Energy
C001053,Committee on Agriculture,Agriculture
C001053,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
C001053,Committee on Armed Services,Defense
C001053,House Permanent Select Committee on Intelligence,Defense
C001053,Select Committee on Intelligence,Defense
C001053,Committee on Environment and Public Works,Environment
C001053,Committee on Science and Technology,
C001053,Committee on Commerce,Domestic Commerce
C001053,Committee on Science,Technology
C001053,Committee on Rules and Administration,Government Operations
C001053,Joint Committee on Taxation,Macroeconomics
C001053,Joint Committee on the Library,
C001053,Committee on Veterans' Affairs,Social Welfare
C001053,Committee on Oversight and Government Reform,Government Operations
C001053,Committee on International Relations,
C001053,Committee on Public Works,
C001053,Committee on Foreign Affairs,International Affairs
C001053,Committee on Foreign Relations,International Affairs
C001053,"Committee on Science, Space, and Technology",Technology
C001053,Committee on Education and Labor,Education
C001053,"Committee on Health, Education, Labor, and Pensions",Health
C001053,Committee on Finance,Macroeconomics
C001053,Committee on Government Operations,
C001056,Committee on the Budget,Macroeconomics
C001056,Committee on the Judiciary,Law and Crime
C001056,Committee on Energy and Natural Resources,Energy
C001056,"Committee on Commerce, Science, and Transportation",Domestic Commerce
C001056,Committee on Homeland Security and Governmental Affairs,Government Operations
C001056,Committee on Finance,Macroeconomics
C001056,Special Committee on Aging,Social Welfare
C001056,Joint Committee on Taxation,Macroeconomics
C001056,Committee on Appropriations,Macroeconomics
C001056,Committee on Energy and Commerce,Energy
C001056,Committee on Environment and Public Works,Environment
C001056,Committee on Rules and Administration,Government Operations
C001056,"Committee on Health, Education, Labor, and Pensions",Health
C001056,Select Committee on Intelligence,Defense
C001056,Committee on Indian Affairs,Civil Rights
C001056,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
C001056,Committee on Oversight and Government Reform,Government Operations
C001056,Committee on Armed Services,Defense
C001056,Committee on Foreign Relations,International Affairs
C001056,"Committee on Banking, Housing, and Urban Affairs",Housing
C001056,Committee on Homeland Security,Defense
C001056,Committee on Transportation and Infrastructure,Transportation
C001056,Committee on Commerce,Domestic Commerce
C001056,Committee on Veterans' Affairs,Social Welfare
C001056,Committee on Natural Resources,Public Lands
C001056,Committee on Science and Technology,
C001056,Committee on Agriculture,Agriculture
C001056,Committee on Small Business and Entrepreneurship,Domestic Commerce
C001056,Committee on Ways and Means,Macroeconomics
C001056,House Permanent Select Committee on Intelligence,Defense
C001056,Committee on Foreign Affairs,International Affairs
C001056,Committee on Education and the Workforce,Education
C001056,Joint Select Committee on Deficit Reduction,
C001056,Committee on Public Lands,
C001056,"Committee on Science, Space, and Technology",Technology
C001056,Committee on Small Business,Domestic Commerce
C001056,Committee on Education,Education
C001056,Committee on Labor and Human Resources,
C001056,Committee on Interior and Insular Affairs,
C001056,Committee on House Administration,Government Operations
C001056,Committee on Rules,Government Operations
C001059,Committee on Rules,Government Operations
C001059,Committee on Appropriations,Macroeconomics
C001059,Committee on Agriculture,Agriculture
C001059,Committee on Natural Resources,Public Lands
C001059,Committee on Energy and Natural Resources,Energy
C001059,Committee on Energy and Commerce,Energy
C001059,Committee on Veterans' Affairs,Social Welfare
C001059,Committee on Transportation and Infrastructure,Transportation
C001059,Committee on Ways and Means,Macroeconomics
C001059,Committee on Foreign Affairs,International Affairs
C001059,Ad Hoc Committee on Energy,
C001059,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
C001059,Committee on Government Operations,
C001059,Committee on Oversight and Government Reform,Government Operations
C001059,House Permanent Select Committee on Intelligence,Defense
C001059,Committee on Armed Services,Defense
C001059,Committee on Foreign Relations,International Affairs
C001059,Select Committee on Intelligence,Defense
C001059,Committee on Financial Services,Domestic Commerce
C001059,"Committee on Science, Space, and Technology",Technology
C001059,"Committee on Commerce, Science, and Transportation",Domestic Commerce
C001059,Committee on Commerce,Domestic Commerce
C001059,Committee on Science,Technology
C001059,Committee on Education and the Workforce,Education
C001059,Committee on the Judiciary,Law and Crime
C001059,Committee on Environment and Public Works,Environment
C001059,Committee on Indian Affairs,Civil Rights
C001059,Committee on Public Works,
C001059,"Committee on Banking, Housing, and Urban Affairs",Housing
