interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
National Association of Insurance and Financial Advisors,2210,National Association of Insurance and Financial Advisors,National Association of Insurance and Financial Advisors,69,Financial adviser,National Association of Insurance and Financial Advisors,,,True,False,False,True,False
National Association of Insurance Commissioners,2211,National Association of Insurance Commissioners,National Association of Insurance Commissioners,100,National Association of Insurance Commissioners,National Association of Insurance Commissioners,NAIC,NAIC,True,True,False,False,False
National Association of Jewish Legislators,2213,National Association of Jewish Legislators,National Association of Jewish Legislators,87,National Rifle Association,National Association of Jewish Legislators,,,True,False,False,True,False
National Association of Letter Carriers of the United States of America,2214,National Association of Letter Carriers of the United States of America,National Association of Letter Carriers of the United States of America,100,National Association of Letter Carriers,National Association of Letter Carriers,,,True,False,False,False,False
National Association of Manufacturers,2215,National Association of Manufacturers,National Association of Manufacturers,100,National Association of Manufacturers,National Association of Manufacturers,NAM,NAM,True,True,False,False,False
National Association of Margarine Manufacturers,2216,National Association of Margarine Manufacturers,National Association of Margarine Manufacturers,100,Margarine,National Association of Margarine Manufacturers,,,True,False,False,True,False
National Association of Metal Finishers,2218,National Association of Metal Finishers,National Association of Metal Finishers,45,List of labor unions in the United States,National Association of Metal Finishers,,,True,False,False,True,False
National Association of Mutual Insurance Companies,2223,National Association of Mutual Insurance Companies,National Association of Mutual Insurance Companies,100,National Association of Mutual Insurance Companies,National Association of Mutual Insurance Companies,NAMIC,NAMIC,True,True,False,False,False
"National Association of Negro Business & Professional Women's Clubs, Inc.",2224,"National Association of Negro Business & Professional Women's Clubs, Inc.","National Association of Negro Business & Professional Women's Clubs, Inc.",51,List of women's organizations,National Association of Negro Business and Professional Women's Clubs,,,True,False,False,True,False
National Association of Neighborhoods,2225,National Association of Neighborhoods,National Association of Neighborhoods,72,Neighborhoods in Boston,National Association of Neighborhoods,,,True,False,False,True,False
National Association of Nurse Practitioners in Women's Health,2226,National Association of Nurse Practitioners in Women's Health,National Association of Nurse Practitioners in Women's Health,46,Nurse practitioner,National Association of Nurse Practitioners in Women's Health,,,True,False,False,True,False
National Association of Older Worker Employment Services,2227,National Association of Older Worker Employment Services,National Association of Older Worker Employment Services,100,Employment,National Association of Older Worker Employment Services,,,True,False,False,True,False
"National Association of People with AIDS, Inc.",2229,"National Association of People with AIDS, Inc.",National Association of People with AIDS,51,List of HIV-positive people,National Association of People with HIV,,,True,False,True,True,False
National Association of Physician Nurses,2231,National Association of Physician Nurses,National Association of Physician Nurses,34,Nurse practitioner,National Association of Physician Nurses,,,True,False,False,True,False
National Association of Police Organizations,2234,National Association of Police Organizations,National Association of Police Organizations,100,National Association of Police Organizations,National Association of Police Organizations,NAPO,NAPO,True,True,False,False,False
National Association of Postal Supervisors,2235,National Association of Postal Supervisors,National Association of Postal Supervisors,100,National Association of Postal Supervisors,National Association of Postal Supervisors,NAPS,NAPS,True,True,False,False,False
National Association of Postmasters of the US,2236,National Association of Postmasters of the US,National Association of Postmasters of the US,51,United States Postmaster General,United Postmasters and Managers of America,,,True,False,False,True,False
National Association of Professional Employer Organizations,2238,National Association of Professional Employer Organizations,National Association of Professional Employer Organizations,76,Professional employer organization,National Association of Professional Employer Organizations,ESAC,ESAC,True,False,False,True,False
National Association of Professional Insurance Agents,2239,National Association of Professional Insurance Agents,National Association of Professional Insurance Agents,52,Independent insurance agent,National Association of Professional Insurance Agents,PIA,PIA,True,False,False,True,False
National Association of Psychiatric Health Systems,2241,National Association of Psychiatric Health Systems,National Association of Psychiatric Health Systems,67,National Association for Behavioral Healthcare,National Association of Psychiatric Health Systems,NAPHS,NAPHS,True,False,False,True,False
National Association of Public Hospitals and Health Systems,2243,National Association of Public Hospitals and Health Systems,National Association of Public Hospitals and Health Systems,45,Health administration,National Association of Public Hospitals and Health Systems,,,True,False,False,True,False
