interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
Association of Maternal and Child Health Programs (AMCHP),679,Association of Maternal and Child Health Programs (AMCHP),Association of Maternal and Child Health Programs,40,Maternal mortality in the United States,The Association of Maternal & Child Health Programs,MMRDS,AMCHP,TRUE,FALSE,TRUE,TRUE,TRUE
Association of Metropolitan Water Agencies,682,Association of Metropolitan Water Agencies,Association of Metropolitan Water Agencies,82,National Association of Clean Water Agencies,,,AMWA,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Military Colleges and Schools of the US,683,Association of Military Colleges and Schools of the US,Association of Military Colleges and Schools of the US,70,List of United States military schools and academies,,,AMCSUS,TRUE,FALSE,FALSE,TRUE,TRUE
Association of National Advertisers,685,Association of National Advertisers,Association of National Advertisers,100,Association of National Advertisers,Association of National Advertisers,ANA,ANA,TRUE,TRUE,FALSE,FALSE,FALSE
Association of Occupational and Environmental Clinics,687,Association of Occupational and Environmental Clinics,Association of Occupational and Environmental Clinics,70,Occupational safety and health,,,AOEC,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Oil Pipelines,689,Association of Oil Pipelines,Association of Oil Pipelines,39,Pipeline transport,Liquid Energy Pipeline Association,,AOPL,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Professors of Medicine,693,Association of Professors of Medicine,Association of Professors of Medicine,27,Lee Goldman,,,APM,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Reproductive Health Professionals,694,Association of Reproductive Health Professionals,Association of Reproductive Health Professionals,100,Association of Reproductive Health Professionals,Association of Reproductive Health Professionals,ARHP,ARHP,TRUE,TRUE,FALSE,FALSE,FALSE
Association of Research Libraries,695,Association of Research Libraries,Association of Research Libraries,100,Association of Research Libraries,Association of Research Libraries,ARL,ARL,TRUE,TRUE,FALSE,FALSE,FALSE
Association of School Business Officials International,697,Association of School Business Officials International,Association of School Business Officials International,92,Hult International Business School,,,ASBO,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Schools and Colleges of Optometry,698,Association of Schools and Colleges of Optometry,Association of Schools and Colleges of Optometry,89,List of optometry schools,,,ASCO,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Schools of Allied Health Professions,699,Association of Schools of Allied Health Professions,Association of Schools of Allied Health Professions,100,Allied health professions,,NAICS,ASAHP,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Schools of Public Health,700,Association of Schools of Public Health,Association of Schools of Public Health,63,Professional degrees of public health,,CEPH,CEPH,TRUE,FALSE,FALSE,TRUE,FALSE
"Association of Science Technology Centers, Inc.",701,"Association of Science Technology Centers, Inc.","Association of Science Technology Centers, Inc.",63,Science and technology in the Philippines,Association of Science-Technology Centers,,ASTC,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Small Business Development Centers,702,Association of Small Business Development Centers,Association of Small Business Development Centers,74,New York State Small Business Development Center,,,SBDC,TRUE,FALSE,FALSE,TRUE,TRUE
Association of State and Territorial Health Officials,704,Association of State and Territorial Health Officials,Association of State and Territorial Health Officials,100,Association of State and Territorial Health Officials,Association of State and Territorial Health Officials,ASTHO,ASTHO,TRUE,TRUE,FALSE,FALSE,FALSE
Association of State Dam Safety Officials,707,Association of State Dam Safety Officials,Association of State Dam Safety Officials,43,Oroville Dam crisis,,FERC,ASDSO,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Teacher Educators,708,Association of Teacher Educators,Association of Teacher Educators,67,National Association for Music Education,,,ATE,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Test Publishers,710,Association of Test Publishers,Association of Test Publishers,100,Association of Test Publishers,Association of Test Publishers,ATP,ATP,TRUE,TRUE,FALSE,FALSE,FALSE
Association of Trial Lawyers of America,712,Association of Trial Lawyers of America,Association of Trial Lawyers of America,71,American Association for Justice,American Association for Justice,ATLA,ATLA,TRUE,FALSE,FALSE,FALSE,FALSE
Association of University Programs in Health Administration,713,Association of University Programs in Health Administration,Association of University Programs in Health Administration,100,Association of University Programs in Health Administration,Association of University Programs in Health Administration,AUPHA,AUPHA,TRUE,TRUE,FALSE,FALSE,FALSE
"Association of Women's Health, Obstetric and Neonatal Nurses",715,"Association of Women's Health, Obstetric and Neonatal Nurses","Association of Women's Health, Obstetric and Neonatal Nurses",100,"Association of Women's Health, Obstetric and Neonatal Nurses","Association of Women's Health, Obstetric and Neonatal Nurses",AWHONN,AWHONN,TRUE,TRUE,FALSE,FALSE,FALSE
Association on Third World Affairs,716,Association on Third World Affairs,Association on Third World Affairs,100,Third World,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Associated Air Balance Council,718,Associated Air Balance Council,Associated Air Balance Council,53,United States Air Force,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Associated Builders and Contractors,719,Associated Builders and Contractors,Associated Builders and Contractors,100,Associated Builders and Contractors,Associated Builders and Contractors,ABC,ABC,TRUE,TRUE,FALSE,FALSE,FALSE
Associated Equipment Distributors,721,Associated Equipment Distributors,Associated Equipment Distributors,100,Associated Equipment Distributors,Associated Equipment Distributors,AED,AED,TRUE,TRUE,FALSE,FALSE,FALSE
Associated General Contractors of America,722,Associated General Contractors of America,Associated General Contractors of America,100,Associated General Contractors of America,Associated General Contractors of America,AGC,AGC,TRUE,TRUE,FALSE,FALSE,FALSE
Associated Industries of Massachusetts,723,Associated Industries of Massachusetts,Associated Industries of Massachusetts,100,Massachusetts,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Asthma and Allergy Foundation of America,727,Asthma and Allergy Foundation of America,Asthma and Allergy Foundation of America,100,Asthma and Allergy Foundation of America,Asthma and Allergy Foundation of America,AAFA,AAFA,TRUE,TRUE,FALSE,FALSE,FALSE
Athletic Footwear Association,731,Athletic Footwear Association,Athletic Footwear Association,27,Sneakers,Footwear Distributors and Retailers of America,,FDRA,TRUE,FALSE,FALSE,TRUE,TRUE
"Autism Society of America, Inc.",734,"Autism Society of America, Inc.","Autism Society of America, Inc.",63,Autism Speaks,Autism Society of America,,,TRUE,FALSE,FALSE,TRUE,FALSE
Automotive Aftermarket Industry Association,735,Automotive Aftermarket Industry Association,Automotive Aftermarket Industry Association,69,Auto Care Association,Auto Care Association,AAIA,AAIA,TRUE,FALSE,FALSE,FALSE,FALSE
Automotive Consumer Action Program,736,Automotive Consumer Action Program,Automotive Consumer Action Program,69,Automotive Industry Action Group,,,AUTOCAP,TRUE,FALSE,FALSE,TRUE,TRUE
Automotive Maintenance and Repair Association,738,Automotive Maintenance and Repair Association,Automotive Maintenance and Repair Association,34,Auto mechanic,,,AMRA,TRUE,FALSE,FALSE,TRUE,TRUE
Automotive Recyclers Association,741,Automotive Recyclers Association,Automotive Recyclers Association,37,Vehicle recycling,,,ARA,TRUE,FALSE,FALSE,TRUE,TRUE
Automotive Service Association,742,Automotive Service Association,Automotive Service Association,86,Midas (automotive service),,,ASA,TRUE,FALSE,FALSE,TRUE,TRUE
Automotive Trade Association Executives,743,Automotive Trade Association Executives,Automotive Trade Association Executives,65,Automotive Industry Action Group,,,ATAE,TRUE,FALSE,FALSE,TRUE,TRUE
"Bakery, Confectionery and Tobacco Workers International Union",753,"Bakery, Confectionery and Tobacco Workers International Union","Bakery, Confectionery and Tobacco Workers International Union",100,"Bakery, Confectionery, Tobacco Workers and Grain Millers International Union","Bakery, Confectionery, Tobacco Workers and Grain Millers International Union",,BCTGM,TRUE,FALSE,FALSE,FALSE,TRUE
Bankers' Association for Finance and Trade,756,Bankers' Association for Finance and Trade,Bankers' Association for Finance and Trade,83,British Bankers' Association,Bankers Association for Finance and Trade,,BAFT,TRUE,FALSE,FALSE,TRUE,TRUE
Baptist World Alliance,758,Baptist World Alliance,Baptist World Alliance,100,Baptist World Alliance,Baptist World Alliance,BWA,BWA,TRUE,TRUE,FALSE,FALSE,FALSE
Bar Association of the District of Columbia,759,Bar Association of the District of Columbia,Bar Association of the District of Columbia,100,District of Columbia Bar,Bar Association of DC,BADC,BADC,TRUE,FALSE,FALSE,TRUE,FALSE
Battery Council International,765,Battery Council International,Battery Council International,100,Battery Council International,Battery Council International,BCI,BCI,TRUE,TRUE,FALSE,FALSE,FALSE
"Bazelon Center for Mental Health Law, Judge David L.",768,"Bazelon Center for Mental Health Law, Judge David L.","Bazelon Center for Mental Health Law, Judge David L.",100,David L. Bazelon,Judge David L. Bazelon Center for Mental Health Law,,,TRUE,FALSE,FALSE,TRUE,FALSE
Beer Institute,770,Beer Institute,Beer Institute,100,Beer Institute,Beer Institute,,BIO,TRUE,TRUE,FALSE,FALSE,TRUE
Bert Corona Leadership Institute,773,Bert Corona Leadership Institute,Bert Corona Leadership Institute,100,Bert Corona,,,,TRUE,FALSE,FALSE,TRUE,FALSE
"BET Holdings II, Inc.",774,"BET Holdings II, Inc.",,32,DreamWorks Pictures,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Better World Campaign,777,Better World Campaign,Better World Campaign,100,Better World Campaign,Better World Campaign,BWC,BWC,TRUE,TRUE,FALSE,FALSE,FALSE
Biophysical Society,781,Biophysical Society,Biophysical Society,100,Biophysical Society,Biophysical Society,,,TRUE,TRUE,FALSE,FALSE,FALSE
Biotechnology Industry Organization,782,Biotechnology Industry Organization,Biotechnology Industry Organization,85,Biotechnology Innovation Organization,Biotechnology Innovation Organization,IBA,IBA,TRUE,FALSE,FALSE,FALSE,FALSE
Bituminous Coal Operators Association,784,Bituminous Coal Operators Association,Bituminous Coal Operators Association,100,Bituminous Coal Operators Association,Bituminous Coal Operators Association,BCOA,BCOA,TRUE,TRUE,FALSE,FALSE,FALSE
Black America's Political Action Committee,785,Black America's Political Action Committee,Black America's Political Action Committee,73,List of political action committees,Black America's PAC,,BAMPAC,TRUE,FALSE,FALSE,TRUE,TRUE
Blacks in Government,786,Blacks in Government,Blacks in Government,28,New Zealand national rugby union team,,,BIG,TRUE,FALSE,FALSE,TRUE,TRUE
Blinded Veterans Association,787,Blinded Veterans Association,Blinded Veterans Association,100,Blinded Veterans Association,Blinded Veterans Association,BVA,BVA,TRUE,TRUE,FALSE,FALSE,FALSE
B'nai B'rith International,791,B'nai B'rith International,B'nai B'rith International,100,B'nai B'rith,B'nai B'rith,,,TRUE,FALSE,FALSE,FALSE,FALSE
Boat Owners Association of The United States (BOAT/US),793,Boat Owners Association of The United States (BOAT/US),Boat Owners Association of The United States,23,BoatUS,BoatUS,,BoatUS,TRUE,FALSE,TRUE,FALSE,TRUE
Boys and Girls Clubs of America,798,Boys and Girls Clubs of America,Boys and Girls Clubs of America,100,Boys & Girls Clubs of America,Boys & Girls Clubs of America,,BGCA,TRUE,FALSE,FALSE,FALSE,TRUE
Brain Injury Association,802,Brain Injury Association,Brain Injury Association,74,Traumatic brain injury,,,BIAA,TRUE,FALSE,FALSE,TRUE,TRUE
Bread for the World,803,Bread for the World,Bread for the World,100,Bread for the World,Bread for the World,,,TRUE,TRUE,FALSE,FALSE,FALSE
Brick Industry Association,804,Brick Industry Association,Brick Industry Association,100,Brick,,,BIA,TRUE,FALSE,FALSE,TRUE,TRUE
